3606,3936,4315,0.9121668597914253,2020,7,24,22
2367,3807,4315,0.882271147161066,2020,7,25,0
2848,3800,4315,0.880648899188876,2020,7,25,8
2814,3935,4315,0.9119351100811124,2020,7,25,14
3835,3835,4315,0.8887601390498262,2020,7,25,18
2290,3864,4315,0.8954808806488992,2020,7,26,0
3040,3753,4315,0.8697566628041715,2020,7,26,8
2426,3759,4315,0.8711471610660486,2020,7,26,12
2498,3800,4315,0.880648899188876,2020,7,26,18
3821,3869,4315,0.8966396292004635,2020,7,27,0
3539,3871,4315,0.8971031286210892,2020,7,27,8
2996,3926,4315,0.9098493626882966,2020,7,27,14
2365,3861,4315,0.8947856315179606,2020,7,27,18
3845,3845,4315,0.8910776361529548,2020,7,28,0
2916,3842,4315,0.8903823870220162,2020,7,28,6
3786,3869,4315,0.8966396292004635,2020,7,28,12
2442,3882,4315,0.8996523754345307,2020,7,28,18
1463,3800,4315,0.880648899188876,2020,7,29,0
3245,3816,4315,0.8843568945538818,2020,7,29,8
3591,3814,4315,0.883893395133256,2020,7,29,12
3267,3824,4315,0.8862108922363847,2020,7,29,18
3205,3824,4315,0.8862108922363847,2020,7,30,0
2492,3919,4315,0.9082271147161066,2020,7,30,8
2022,3878,4315,0.8987253765932792,2020,7,30,12
3824,3824,4315,0.8862108922363847,2020,7,30,18
2642,3783,4315,0.8767091541135573,2020,7,31,0
3126,3787,4315,0.8776361529548088,2020,7,31,8
3738,3874,4315,0.8977983777520279,2020,7,31,12
3086,3903,4315,0.9045191193511009,2020,7,31,22
3857,3857,4315,0.8938586326767092,2020,8,1,0
3751,3871,4315,0.8971031286210892,2020,8,1,7
675,3776,4315,0.8750869061413673,2020,8,1,12
392,3792,4315,0.8787949015063731,2020,8,1,19
1051,3846,4315,0.8913093858632677,2020,8,2,0
3654,3820,4315,0.8852838933951332,2020,8,2,8
1758,3793,4315,0.879026651216686,2020,8,2,14
3856,3856,4315,0.8936268829663963,2020,8,2,18
3774,3972,4315,0.9205098493626883,2020,8,4,22
3217,3860,4315,0.8945538818076477,2020,8,5,0
3523,3873,4315,0.8975666280417149,2020,8,5,8
3333,3852,4315,0.8926998841251449,2020,8,5,12
